E_coli_K12_W3110_lambdaRed	E_coli_K12_W3110	W3110-Name	W3110-Accession	MG1655-ID	Blattner	W3110-startbase	W3110-endbase	W3110-strand	MG1655-startbase	MG1655-endbase	MG1655-strand	sort_order
W3110_lambdaRed.CDS.3547	JW3705	pstC	ECK3720	EG10784	b3727	3726283	3727242	+	3909439	3910398	-	3547
W3110_lambdaRed.CDS.3548	JW3704	pstA	ECK3719	EG10782	b3726	3727242	3728132	+	3908549	3909439	-	3548
W3110_lambdaRed.CDS.3549	JW3703	pstB	ECK3718	EG10783	b3725	3728315	3729088	+	3907593	3908366	-	3549
W3110_lambdaRed.CDS.355	JW0349	yaiO	ECK0355	G6210	b0358	379293	380066	-	380069	380842	-	355
W3110_lambdaRed.CDS.3550	JW3702	phoU	ECK3717	EG10735	b3724	3729103	3729828	+	3906853	3907578	-	3550
W3110_lambdaRed.CDS.3552	JW3701	bglG	ECK3716	EG10116	b3723	3730114	3730950	+	3905731	3906567	-	3552
W3110_lambdaRed.CDS.3553	JW3700	bglF	ECK3715	EG10115	b3722	3731084	3732961	+	3903720	3905597	-	3553
W3110_lambdaRed.CDS.3554	JW3699	bglB	ECK3714	EG10114	b3721	3732980	3734392	+	3902289	3903701	-	3554
W3110_lambdaRed.CDS.3555	JW3698	bglH	ECK3713	EG11364	b3720	3734461	3736077	+	3900604	3902220	-	3555
W3110_lambdaRed.CDS.3556	JW5612	yieL	ECK3712	EG11729	b3719	3736077	3737273	+	3899408	3900577	-	3556
W3110_lambdaRed.CDS.3557	JW5613	yieK	ECK3711	EG11728	b3718	3737288	3738010	+	3898671	3899393	-	3557
W3110_lambdaRed.CDS.3558	JW3695	cbrC	ECK3710	EG11727	b3717	3738072	3738659	-	3898022	3898609	+	3558
W3110_lambdaRed.CDS.921	JW0900	ycaR	ECK0908	G6472	b0917	971095	971277	+	970673	970855	+	921
W3110_lambdaRed.CDS.3560	JW3693	yieH	ECK3708	EG11725	b3715	3739242	3739907	-	3896774	3897439	+	3560
W3110_lambdaRed.CDS.3561	JW3692	adeP	ECK3707	EG11691	b3664	3740072	3741409	+	3842455	3843789	-	3561
W3110_lambdaRed.CDS.3562	JW3691	yieF	ECK3706	EG11723	b3713	3741463	3742029	-	3894652	3895218	+	3562
W3110_lambdaRed.CDS.3563	JW3690	yieE	ECK3705	EG11722	b3712	3742051	3742812	-	3893881	3894630	+	3563
W3110_lambdaRed.CDS.3535	JW5611	atpI	ECK3732	EG10106	b3739	3714241	3714621	+	3922060	3922440	-	3535
W3110_lambdaRed.CDS.3534	JW3718	rsmG	ECK3733	EG10376	b3740	3713001	3713624	+	3923057	3923680	-	3534
W3110_lambdaRed.CDS.3533	JW3719	mnmG	ECK3734	EG10375	b3741	3711048	3712937	+	3923744	3925633	-	3533
W3110_lambdaRed.CDS.3519	JW5608	yieP	ECK3749	EG11733	b3755	3695354	3696046	+	3940635	3941327	-	3519
W3110_lambdaRed.CDS.3505	JW5604	rep	ECK3770	EG10837	b3778	3673983	3676004	-	3960677	3962698	+	3505
W3110_lambdaRed.CDS.3506	JW3748	ppiC	ECK3767	EG12352	b3775	3676868	3677149	+	3959532	3959813	-	3506
W3110_lambdaRed.CDS.3507	JW3747	ilvC	ECK3766	EG10495	b3774	3677236	3678711	-	3957970	3959445	+	3507
W3110_lambdaRed.CDS.3508	JW3746	ilvY	ECK3765	EG10503	b3773	3678861	3679754	+	3956927	3957820	-	3508
W3110_lambdaRed.CDS.3509	JW3745	ilvA	ECK3764	EG10493	b3772	3679806	3681350	-	3955331	3956875	+	3509
W3110_lambdaRed.CDS.351	JW0345	yaiL	ECK0351	G6207	b0354	375996	376535	+	376772	377311	+	351
W3110_lambdaRed.CDS.3510	JW5605	ilvD	ECK3763	EG10496	b3771	3681353	3683203	-	3953478	3955328	+	3510
W3110_lambdaRed.CDS.3511	JW5606	ilvE	ECK3762	EG10497	b3770	3683268	3684197	-	3952484	3953413	+	3511
W3110_lambdaRed.CDS.3512	JW3742	ilvM	ECK3761	EG10501	b3769	3684217	3684480	-	3952201	3952464	+	3512
W3110_lambdaRed.CDS.3514	JW3740+JW3741	ECK3760:JW3740+JW3741:b44	ECK3760	NIL	NIL	3684477	3686121	-	NIL	NIL	NIL	3514
W3110_lambdaRed.CDS.3515	JW3738	yifB	ECK3758	EG11260	b3765	3686682	3688232	+	3948449	3949969	-	3515
W3110_lambdaRed.CDS.3516	JW3737	yifE	ECK3757	EG11450	b3764	3688257	3688595	-	3948086	3948424	+	3516
W3110_lambdaRed.CDS.3517	JW5607	hdfR	ECK3756	EG11449	b4480	3688714	3689553	+	3947128	3947967	-	3517
W3110_lambdaRed.CDS.352	JW0346	frmB	ECK0352	G6208	b0355	376759	377592	-	377535	378368	-	352
W3110_lambdaRed.CDS.3532	JW3720	mioC	ECK3736	EG11199	b3742	3710226	3710669	+	3926012	3926455	-	3532
W3110_lambdaRed.CDS.3520	JW3733	hsrA	ECK3748	EG11732	b3754	3696069	3697496	+	3939185	3940612	-	3520
W3110_lambdaRed.CDS.3521	JW3732	rbsR	ECK3747	EG10819	b3753	3697462	3698454	-	3938227	3939219	+	3521
W3110_lambdaRed.CDS.3522	JW3731	rbsK	ECK3746	EG10818	b3752	3698458	3699387	-	3937294	3938223	+	3522
W3110_lambdaRed.CDS.3523	JW3730	rbsB	ECK3745	EG10815	b3751	3699513	3700403	-	3936278	3937168	+	3523
W3110_lambdaRed.CDS.3524	JW3729	rbsC	ECK3744	EG10816	b3750	3700428	3701393	-	3935288	3936253	+	3524
W3110_lambdaRed.CDS.3525	JW3728	rbsA	ECK3743	EG10814	b3749	3701398	3702903	-	3933778	3935283	+	3525
W3110_lambdaRed.CDS.3526	JW5857	rbsD	ECK3742	EG10817	b3748	3702911	3703330	-	3933351	3933770	+	3526
W3110_lambdaRed.CDS.3527	JW5609	kup	ECK3741	EG11541	b3747	3703497	3705365	-	3931316	3933184	+	3527
W3110_lambdaRed.CDS.3528	JW3725	ravA	ECK3740	EG11731	b3746	3705588	3707084	+	3929597	3931093	-	3528
W3110_lambdaRed.CDS.3529	JW5610	viaA	ECK3739	EG11730	b3745	3707078	3708529	+	3928152	3929603	-	3529
W3110_lambdaRed.CDS.353	JW0347	frmA	ECK0353	EG50010	b0356	377686	378795	-	378462	379571	-	353
W3110_lambdaRed.CDS.3530	JW3722	asnA	ECK3738	EG10091	b3744	3708534	3709526	-	3927155	3928147	+	3530
W3110_lambdaRed.CDS.3531	JW3721	asnC	ECK3737	EG10093	b3743	3709678	3710136	+	3926545	3927003	-	3531
W3110_lambdaRed.CDS.3665	JW3592	kbl	ECK3607	EG10512	b3617	3847864	3849060	+	3791355	3792551	-	3665
W3110_lambdaRed.CDS.3666	JW3591	tdh	ECK3606	EG10993	b3616	3849070	3850095	+	3790320	3791345	-	3666
W3110_lambdaRed.CDS.3667	JW3590	waaH	ECK3605	EG11266	b3615	3850334	3851368	+	3789047	3790081	-	3667
W3110_lambdaRed.CDS.3813	JW3451	yhhI	ECK3469	NIL	NIL	4014901	4016037	-	NIL	NIL	NIL	3813
W3110_lambdaRed.CDS.3815	JW3446	nikR	ECK3465	EG11519	b3481	4021426	4021827	-	3618588	3618989	+	3815
W3110_lambdaRed.CDS.3816	JW3445	nikE	ECK3464	EG12079	b3480	4021833	4022639	-	3617776	3618582	+	3816
W3110_lambdaRed.CDS.3817	JW3444	nikD	ECK3463	EG12078	b3479	4022636	4023400	-	3617015	3617779	+	3817
W3110_lambdaRed.CDS.3818	JW3443	nikC	ECK3462	EG12077	b3478	4023400	4024233	-	3616182	3617015	+	3818
W3110_lambdaRed.CDS.3819	JW3442	nikB	ECK3461	EG12076	b3477	4024230	4025174	-	3615241	3616185	+	3819
W3110_lambdaRed.CDS.382	JW0376	adrA	ECK0380	EG11257	b0385	402927	404042	+	403703	404818	+	382
W3110_lambdaRed.CDS.3820	JW3441	nikA	ECK3460	EG12075	b3476	4025174	4026748	-	3613667	3615241	+	3820
W3110_lambdaRed.CDS.3821	JW3440	acpT	ECK3459	EG12221	b3475	4026859	4027446	-	3612969	3613556	+	3821
W3110_lambdaRed.CDS.3822	JW5680	yhhT	ECK3458	EG12220	b3474	4027501	4028550	-	3611865	3612914	+	3822
W3110_lambdaRed.CDS.3823	JW5945	yhhS	ECK3457	EG12219	b3473	4028682	4029899	+	3610516	3611733	-	3823
W3110_lambdaRed.CDS.3824	JW5682	dcrB	ECK3456	G7767	b3472	4029903	4030460	-	3609955	3610512	+	3824
W3110_lambdaRed.CDS.3825	JW3436	yhhQ	ECK3455	EG12217	b3471	4030533	4031198	-	3609217	3609882	+	3825
W3110_lambdaRed.CDS.3826	JW3435	tusA	ECK3454	EG12216	b3470	4031419	4031664	+	3608751	3608996	-	3826
W3110_lambdaRed.CDS.3827	JW3434	zntA	ECK3453	EG12215	b3469	4031766	4033964	-	3606451	3608649	+	3827
W3110_lambdaRed.CDS.3828	JW3433	yhhN	ECK3452	EG12214	b3468	4034038	4034664	-	3605751	3606377	+	3828
W3110_lambdaRed.CDS.3829	JW3432	yhhM	ECK3451	EG12213	b3467	4034805	4035164	+	3605251	3605610	-	3829
W3110_lambdaRed.CDS.383	JW0377	proC	ECK0381	EG10769	b0386	404059	404868	-	404835	405644	-	383
W3110_lambdaRed.CDS.3830	JW5683	yhhL	ECK3450	EG12212	b3466	4035167	4035436	-	3604979	3605248	+	3830
W3110_lambdaRed.CDS.3831	JW3430	rsmD	ECK3449	EG10343	b3465	4035426	4036022	-	3604393	3604989	+	3831
W3110_lambdaRed.CDS.3832	JW3429	ftsY	ECK3448	EG10346	b3464	4036172	4037665	+	3602750	3604243	-	3832
W3110_lambdaRed.CDS.3833	JW3428	ftsE	ECK3447	EG10340	b3463	4037668	4038336	+	3602079	3602747	-	3833
W3110_lambdaRed.CDS.3834	JW3427	ftsX	ECK3446	EG10345	b3462	4038329	4039387	+	3601028	3602086	-	3834
W3110_lambdaRed.CDS.3835	JW3426	rpoH	ECK3445	EG10897	b3461	4039632	4040486	+	3599929	3600783	-	3835
W3110_lambdaRed.CDS.3836	JW3425	livJ	ECK3444	EG10539	b3460	4040757	4041860	+	3598555	3599658	-	3836
W3110_lambdaRed.CDS.3837	JW3424	panZ	ECK3443	EG12211	b3459	4042048	4042431	-	3597984	3598367	+	3837
W3110_lambdaRed.CDS.3839	JW3423	livK	ECK3442	EG10540	b3458	4042855	4043964	+	3596451	3597560	-	3839
W3110_lambdaRed.CDS.384	JW0378	yaiI	ECK0382	G6230	b0387	404988	405446	+	405764	406222	+	384
W3110_lambdaRed.CDS.3840	JW3422	livH	ECK3441	EG10538	b3457	4044012	4044938	+	3595477	3596403	-	3840
W3110_lambdaRed.CDS.3841	JW3421	livM	ECK3440	EG10541	b3456	4044935	4046212	+	3594203	3595480	-	3841
W3110_lambdaRed.CDS.3814	JW5679	rhsB	ECK3466	NIL	NIL	4016988	4021223	-	NIL	NIL	NIL	3814
W3110_lambdaRed.CDS.3812	JW5677	yhhJ	ECK3470	EG11767	b3485	4013612	4014736	+	3625679	3626803	-	3812
W3110_lambdaRed.CDS.3787	JW0250	insH-1	ECK0261	NIL	NIL	273325	274341	-	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3811	JW5676	rbbA	ECK3471	EG12223	b3486	4010877	4013612	+	3626803	3629538	-	3811
W3110_lambdaRed.CDS.3787	JW0652	insH-3	ECK0261	NIL	NIL	688419	689435	-	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3787	JW1324	insH-4	ECK0261	NIL	NIL	1397790	1398806	+	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3787	JW1882	insH	ECK0261	NIL	NIL	1980355	1981371	-	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3787	JW2014	insH-7	ECK0261	NIL	NIL	2104032	2105048	-	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3787	JW2179	insH-8	ECK0261	NIL	NIL	2292399	2293415	-	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3787	JW2949	insH-9	ECK0261	NIL	NIL	3128834	3129850	+	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3787	JW3185	insH-10	ECK0261	NIL	NIL	3365557	3366573	-	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3787	JW3472	insH-11	ECK0261	NIL	NIL	3987217	3988233	+	NIL	NIL	NIL	3787
W3110_lambdaRed.CDS.3788	JW3471	yhiS_1	ECK3489	NIL	NIL	3988342	3989124	-	NIL	NIL	NIL	3788
W3110_lambdaRed.CDS.379	JW0373	iraP	ECK0377	EG11256	b0382	400610	400870	+	401386	401646	+	379
W3110_lambdaRed.CDS.3790	JW3470	arsC	ECK3488	EG12237	b3503	3989753	3990178	-	3650237	3650662	+	3790
W3110_lambdaRed.CDS.3791	JW3469	arsB	ECK3487	EG12236	b3502	3990191	3991480	-	3648935	3650224	+	3791
W3110_lambdaRed.CDS.3792	JW3468	arsR	ECK3486	EG12235	b3501	3991534	3991887	-	3648528	3648881	+	3792
W3110_lambdaRed.CDS.3795	JW3467	gor	ECK3485	EG10412	b3500	3992764	3994116	-	3646299	3647651	+	3795
W3110_lambdaRed.CDS.3796	JW3466	rlmJ	ECK3484	EG12234	b3499	3994188	3995030	-	3645385	3646227	+	3796
W3110_lambdaRed.CDS.3797	JW3465	prlC	ECK3483	EG11441	b3498	3995233	3997275	+	3643140	3645182	-	3797
W3110_lambdaRed.CDS.3798	JW5672	rsmJ	ECK3482	EG12233	b3497	3997283	3998035	+	3642380	3643132	-	3798
W3110_lambdaRed.CDS.3799	JW3463	dtpB	ECK3481	EG12232	b3496	3998084	3999553	-	3640862	3642331	+	3799
W3110_lambdaRed.CDS.38	JW0041	fixB	ECK0043	EG11563	b0042	43188	44129	+	43188	44129	+	38
W3110_lambdaRed.CDS.380	JW0374	phoA	ECK0378	EG10727	b0383	400971	402386	+	401747	403162	+	380
W3110_lambdaRed.CDS.3800	JW3462	uspA	ECK3480	EG11390	b3495	3999870	4000304	-	3640111	3640545	+	3800
W3110_lambdaRed.CDS.3801	JW3461	uspB	ECK3479	EG12231	b3494	4000695	4001030	+	3639385	3639720	-	3801
W3110_lambdaRed.CDS.3802	JW3460	pitA	ECK3478	EG12883	b2987	4001274	4002773	-	3134872	3136371	-	3802
W3110_lambdaRed.CDS.3803	JW3459	yhiN	ECK3477	EG12229	b3492	4003005	4004207	+	3636208	3637410	-	3803
W3110_lambdaRed.CDS.3804	JW5944	yhiM	ECK3476	EG12228	b3491	4004522	4005574	-	3634841	3635893	+	3804
W3110_lambdaRed.CDS.3807	JW3457	yhiL	ECK3475	EG12227	b3490	4005957	4007195	+	3633220	3634458	-	3807
W3110_lambdaRed.CDS.3808	JW3455	yhiJ	ECK3473	EG12225	b3488	4007825	4009447	+	3630968	3632590	-	3808
W3110_lambdaRed.CDS.381	JW5054	psiF	ECK0379	EG11401	b0384	402505	402825	+	403281	403601	+	381
W3110_lambdaRed.CDS.3810	JW3454	yhiI	ECK3472	EG12224	b3487	4009813	4010880	+	3629535	3630602	-	3810
W3110_lambdaRed.CDS.3842	JW3420	livG	ECK3439	EG10537	b3455	4046209	4046976	+	3593439	3594206	-	3842
W3110_lambdaRed.CDS.3843	JW3419	livF	ECK3438	EG10536	b3454	4046978	4047691	+	3592724	3593437	-	3843
W3110_lambdaRed.CDS.3845	JW3418	ugpB	ECK3437	EG11047	b3453	4048090	4049406	+	3591009	3592325	-	3845
W3110_lambdaRed.CDS.3846	JW3417	ugpA	ECK3436	EG11046	b3452	4049504	4050391	+	3590024	3590911	-	3846
W3110_lambdaRed.CDS.3876	JW3385	rtcR	ECK3408	EG12356	b3422	4080550	4082148	-	3558268	3559866	+	3876
W3110_lambdaRed.CDS.3877	JW3384	rtcB	ECK3407	G7751	b3421	4082337	4083563	+	3556853	3558079	-	3877
W3110_lambdaRed.CDS.3878	JW5688	rtcA	ECK3406	G7750	b4475	4083567	4084583	+	3555833	3556849	-	3878
W3110_lambdaRed.CDS.3879	JW3381	malT	ECK3405	EG10562	b3418	4084626	4087331	-	3553085	3555790	+	3879
W3110_lambdaRed.CDS.388	JW0382	yaiE	ECK0386	EG12159	b0391	407401	407685	+	408177	408461	+	388
W3110_lambdaRed.CDS.3880	JW5689	malP	ECK3404	EG10380	b3428	4087943	4090336	+	3564134	3566581	-	3880
W3110_lambdaRed.CDS.3881	JW3379	malQ	ECK3403	EG10561	b3416	4090346	4092430	+	3547986	3550070	-	3881
W3110_lambdaRed.CDS.3882	JW5690	gntT	ECK3402	EG12380	b3415	4092541	4093857	-	3546559	3547875	+	3882
W3110_lambdaRed.CDS.3883	JW3377	nfuA	ECK3401	G7748	b3414	4094217	4094792	-	3545624	3546199	+	3883
W3110_lambdaRed.CDS.3884	JW5691	gntX	ECK3400	G7747	b3413	4094851	4095534	-	3544882	3545565	+	3884
W3110_lambdaRed.CDS.3885	JW3375	bioH	ECK3399	EG10122	b3412	4095572	4096342	+	3544074	3544844	-	3885
W3110_lambdaRed.CDS.3886	JW3374	yhgA	ECK3398	EG11750	b3411	4096371	4097249	-	3543167	3544045	+	3886
W3110_lambdaRed.CDS.3887	JW3373	feoC	ECK3397	EG12933	b3410	4097452	4097688	-	3542728	3542964	+	3887
W3110_lambdaRed.CDS.3888	JW3372	feoB	ECK3396	EG12102	b3409	4097688	4100009	-	3540407	3542728	+	3888
W3110_lambdaRed.CDS.3889	JW3371	feoA	ECK3395	EG12101	b3408	4100026	4100253	-	3540163	3540390	+	3889
W3110_lambdaRed.CDS.3890	JW3370	yhgF	ECK3394	G7746	b3407	4100710	4103031	-	3537385	3539706	+	3890
W3110_lambdaRed.CDS.3891	JW3369	greB	ECK3393	EG11578	b3406	4103128	4103604	-	3536812	3537288	+	3891
W3110_lambdaRed.CDS.3892	JW3368	ompR	ECK3392	EG10672	b3405	4103832	4104551	+	3535865	3536584	-	3892
W3110_lambdaRed.CDS.3893	JW3367	envZ	ECK3391	EG10269	b3404	4104548	4105900	+	3534516	3535868	-	3893
W3110_lambdaRed.CDS.3894	JW3366	pck	ECK3390	EG10688	b3403	4105976	4107598	-	3532818	3534440	+	3894
W3110_lambdaRed.CDS.3896	JW3365	yhgE	ECK3389	G7745	b3402	4107977	4109701	+	3530715	3532439	-	3896
W3110_lambdaRed.CDS.3897	JW5692	hslO	ECK3388	G7744	b3401	4109764	4110642	-	3529774	3530652	+	3897
W3110_lambdaRed.CDS.3898	JW3363	hslR	ECK3387	G7743	b3400	4110667	4111068	-	3529348	3529749	+	3898
W3110_lambdaRed.CDS.3899	JW5865	yrfG	ECK3386	G7742	b3399	4111079	4111747	-	3528669	3529337	+	3899
W3110_lambdaRed.CDS.39	JW0042	fixC	ECK0044	EG11564	b0043	44180	45466	+	44180	45466	+	39
W3110_lambdaRed.CDS.915	JW0894	rpsA	ECK0902	EG10900	b0911	962417	964090	+	961995	963668	+	915
W3110_lambdaRed.CDS.3900	JW3361	yrfF	ECK3385	G7741	b3398	4111812	4113947	-	3526469	3528604	+	3900
W3110_lambdaRed.CDS.3901	JW3360	nudE	ECK3384	G7740	b3397	4114267	4114827	+	3525589	3526149	-	3901
W3110_lambdaRed.CDS.3902	JW3359	mrcA	ECK3383	EG10748	b3396	4114993	4117545	-	3522871	3525423	+	3902
W3110_lambdaRed.CDS.3875	JW3386	glpR	ECK3409	EG10400	b3423	4079810	4080568	+	3559848	3560605	-	3875
W3110_lambdaRed.CDS.3874	JW5687	glpG	ECK3410	EG10397	b3424	4078963	4079793	+	3560622	3561452	-	3874
W3110_lambdaRed.CDS.3873	JW3388	glpE	ECK3411	EG10395	b3425	4078592	4078918	+	3561497	3561823	-	3873
W3110_lambdaRed.CDS.3858	JW3403	yhhX	ECK3425	G7757	b3440	4059610	4060647	+	3579768	3580805	-	3858
W3110_lambdaRed.CDS.3847	JW3416	ugpE	ECK3435	EG11049	b3451	4050388	4051233	+	3589182	3590027	-	3847
W3110_lambdaRed.CDS.3848	JW3415	ugpC	ECK3434	EG11048	b3450	4051235	4052305	+	3588110	3589180	-	3848
W3110_lambdaRed.CDS.3849	JW3414	ugpQ	ECK3433	EG11050	b3449	4052302	4053045	+	3587370	3588113	-	3849
W3110_lambdaRed.CDS.385	JW0379	aroL	ECK0383	EG10082	b0388	405629	406153	+	406405	406929	+	385
W3110_lambdaRed.CDS.3850	JW3413	yhhA	ECK3432	EG11184	b3448	4053032	4053472	-	3586943	3587383	+	3850
W3110_lambdaRed.CDS.3851	JW3412	ggt	ECK3431	EG10374	b3447	4053592	4055334	+	3585081	3586823	-	3851
W3110_lambdaRed.CDS.3852	JW3411	yrhB	ECK3430	G7763	b3446	4055372	4055656	-	3584759	3585043	+	3852
W3110_lambdaRed.CDS.3854	JW0020	insB-1	ECK0022	G6085	b0021	19811	20314	-	19811	20314	-	3854
W3110_lambdaRed.CDS.3854	JW2285	insB-1	ECK0022	NIL	NIL	2411473	2411976	-	NIL	NIL	NIL	3854
W3110_lambdaRed.CDS.3854	JW3409	insB-1	ECK0022	NIL	NIL	4056235	4056738	-	NIL	NIL	NIL	3854
W3110_lambdaRed.CDS.3855	JW5864	yrhA	ECK3429	NIL	NIL	4056961	4057374	-	NIL	NIL	NIL	3855
W3110_lambdaRed.CDS.3856	JW3406	yhhZ	ECK3428	G7759	b3442	4057374	4058552	-	3581863	3583041	+	3856
W3110_lambdaRed.CDS.3857	JW3405	yhhY	ECK3427	G7758	b3441	4058789	4059277	-	3581138	3581626	+	3857
W3110_lambdaRed.CDS.3859	JW3402	yhhW	ECK3424	G7756	b3439	4060770	4061465	+	3578950	3579645	-	3859
W3110_lambdaRed.CDS.3872	JW3389	glpD	ECK3412	EG10394	b3426	4076897	4078402	-	3562013	3563518	+	3872
W3110_lambdaRed.CDS.386	JW0380	yaiA	ECK0384	EG11093	b0389	406203	406394	+	406979	407170	+	386
W3110_lambdaRed.CDS.3860	JW5946	gntR	ECK3423	EG12630	b3438	4061689	4062684	+	3577731	3578726	-	3860
W3110_lambdaRed.CDS.3861	JW3400	gntK	ECK3422	EG12629	b3437	4062823	4063350	+	3577065	3577592	-	3861
W3110_lambdaRed.CDS.3862	JW5686	gntU	ECK3421	EG12631	b4476	4063354	4064694	+	3575721	3577061	-	3862
W3110_lambdaRed.CDS.3863	JW3397	yhgN	ECK3420	G7753	b3434	4064751	4065344	-	3575071	3575664	+	3863
W3110_lambdaRed.CDS.3864	JW3396	asd	ECK3419	EG10088	b3433	4065537	4066640	+	3573775	3574878	-	3864
W3110_lambdaRed.CDS.3865	JW3395	glgB	ECK3418	EG10378	b3432	4066913	4069099	+	3571316	3573502	-	3865
W3110_lambdaRed.CDS.3866	JW3394	glgX	ECK3417	EG10381	b3431	4069096	4071069	+	3569346	3571319	-	3866
W3110_lambdaRed.CDS.3867	JW3393	glgC	ECK3416	EG10379	b3430	4071087	4072382	+	3568033	3569328	-	3867
W3110_lambdaRed.CDS.3868	JW3392	glgA	ECK3415	EG10377	b3429	4072382	4073815	+	3566600	3568033	-	3868
W3110_lambdaRed.CDS.3869	JW3391	glgP	ECK3414	EG10560	b3417	4073834	4076281	+	3550080	3552473	-	3869
W3110_lambdaRed.CDS.387	JW0381	aroM	ECK0385	EG10083	b0390	406652	407329	+	407428	408105	+	387
W3110_lambdaRed.CDS.3871	JW3390	yzgL	ECK3413	G7752	b3427	4076410	4076691	+	3563724	3564005	-	3871
W3110_lambdaRed.CDS.3787	JW0540	insH-2	ECK0261	G7074	b1994	573960	574976	-	2066305	2067321	-	3787
W3110_lambdaRed.CDS.3785	JW3474	slp	ECK3490	EG11890	b3506	3985888	3986454	-	3653961	3654527	+	3785
W3110_lambdaRed.CDS.3668	JW5645	yibQ	ECK3604	EG12298	b3614	3851355	3852314	-	3788101	3789060	+	3668
W3110_lambdaRed.CDS.3690	JW3566	rhsA	ECK3582	NIL	NIL	3874099	3878232	-	NIL	NIL	NIL	3690
W3110_lambdaRed.CDS.3693	JW3564	selA	ECK3580	EG10941	b3591	3879166	3880557	+	3759858	3761249	-	3693
W3110_lambdaRed.CDS.3694	JW3563	selB	ECK3579	EG10942	b3590	3880554	3882398	+	3758017	3759861	-	3694
W3110_lambdaRed.CDS.3695	JW5648	yiaY	ECK3578	EG12293	b3589	3882588	3883739	+	3756676	3757827	-	3695
W3110_lambdaRed.CDS.3696	JW3561	aldB	ECK3577	EG12292	b3588	3883904	3885442	+	3754973	3756511	-	3696
W3110_lambdaRed.CDS.3698	JW3559	yiaW	ECK3576	EG12291	b3587	3885987	3886310	+	3754105	3754428	-	3698
W3110_lambdaRed.CDS.3699	JW3558	yiaV	ECK3575	EG12290	b3586	3886316	3887452	+	3752963	3754099	-	3699
W3110_lambdaRed.CDS.37	JW0040	fixA	ECK0042	EG11562	b0041	42403	43173	+	42403	43173	+	37
W3110_lambdaRed.CDS.370	JW5051	yaiU	ECK0369	G6225	b0374	392239	393642	+	393015	394418	+	370
W3110_lambdaRed.CDS.3700	JW3557	yiaU	ECK3574	EG12289	b3585	3887449	3888423	-	3751992	3752966	+	3700
W3110_lambdaRed.CDS.3701	JW3556	yiaT	ECK3573	EG12288	b3584	3888547	3889287	+	3751128	3751868	-	3701
W3110_lambdaRed.CDS.3702	JW3555	sgbE	ECK3572	EG12287	b3583	3889634	3890329	-	3750086	3750781	+	3702
W3110_lambdaRed.CDS.3703	JW5650	sgbU	ECK3571	EG12286	b3582	3890323	3891183	-	3749232	3750092	+	3703
W3110_lambdaRed.CDS.3704	JW3553	sgbH	ECK3570	EG12285	b3581	3891176	3891838	-	3748577	3749239	+	3704
W3110_lambdaRed.CDS.3705	JW3552	lyxK	ECK3569	EG12284	b3580	3891835	3893331	-	3747084	3748580	+	3705
W3110_lambdaRed.CDS.3706	JW3551	yiaO	ECK3568	EG12283	b3579	3893335	3894321	-	3746094	3747080	+	3706
W3110_lambdaRed.CDS.3707	JW5651	yiaN	ECK3567	EG12282	b3578	3894334	3895611	-	3744804	3746081	+	3707
W3110_lambdaRed.CDS.3708	JW3549	yiaM	ECK3566	EG12281	b3577	3895614	3896087	-	3744328	3744801	+	3708
W3110_lambdaRed.CDS.3709	JW3548	yiaL	ECK3565	EG12280	b3576	3896205	3896672	-	3743743	3744210	+	3709
W3110_lambdaRed.CDS.371	JW0366	yaiV	ECK0370	G6226	b0375	393685	394353	+	394506	395129	+	371
W3110_lambdaRed.CDS.3710	JW3547	yiaK	ECK3564	EG12279	b3575	3896684	3897682	-	3742733	3743731	+	3710
W3110_lambdaRed.CDS.3711	JW3546	yiaJ	ECK3563	EG12278	b3574	3897883	3898731	+	3741684	3742532	-	3711
W3110_lambdaRed.CDS.3712	JW3545	ysaA	ECK3562	EG12277	b3573	3898833	3899306	+	3741109	3741582	-	3712
W3110_lambdaRed.CDS.3713	JW5652	avtA	ECK3561	EG10107	b3572	3899457	3900710	-	3739705	3740958	+	3713
W3110_lambdaRed.CDS.3714	JW3543	malS	ECK3560	EG11316	b3571	3900888	3902918	-	3737497	3739527	+	3714
W3110_lambdaRed.CDS.3715	JW5653	bax	ECK3559	EG11360	b3570	3903238	3904062	+	3736353	3737177	-	3715
W3110_lambdaRed.CDS.3716	JW3541	xylR	ECK3558	EG20253	b3569	3904258	3905436	-	3734979	3736157	+	3716
W3110_lambdaRed.CDS.3717	JW3540	xylH	ECK3557	EG12276	b3568	3905514	3906695	-	3733720	3734901	+	3717
W3110_lambdaRed.CDS.3718	JW3539	xylG	ECK3556	EG12275	b3567	3906673	3908214	-	3732201	3733742	+	3718
W3110_lambdaRed.CDS.3719	JW3538	xylF	ECK3555	EG20252	b3566	3908292	3909284	-	3731131	3732123	+	3719
W3110_lambdaRed.CDS.3692	JW3565	yibF	ECK3581	EG11762	b3592	3878460	3879068	+	3761347	3761955	-	3692
