RefSeq	gene	locus	start	stop	strand	COG	COG_category	COG_meta
BAE76218.1	clpX	b0438	456649	457924	1	COG1219	O	O
BAE76219.1	lon	b0439	458111	460466	1	COG0466	O	O
BAE76220.1	hupB	b0440	460674	460947	1	COG0776	L	T
BAE76221.1	ppiD	b0441	461138	463010	1	COG0760	O	O
BAE76222.1	ybaV	b0442	463160	463532	1	COG1555	L	T
BAE76223.1	ybaW	b0443	463625	464024	1	COG0824	I	M
BAE76224.1	ybaX	b0444	464075	464771	-1	COG0603	J	T
BAE76225.1	ybaE	b0445	464835	466536	-1	COG4533	K	T
BAE76226.1	cof	b0446	466635	467454	1	COG0561	H	M
BAE76227.1	ybaO	b0447	467606	468065	1	COG1522	K	T
BAE76228.1	mdlA	b0448	468094	469867	1	COG1132	V	O
BAE76229.1	mdlB	b0449	469859	471641	1	COG1132	V	O
BAE76230.1	glnK	b0450	471821	472160	1	COG0347	T	O
BAE76231.1	amtB	b0451	472189	473476	1	COG0004	P	M
BAE76232.1	tesB	b0452	473524	474385	-1	COG1946	I	M
BAE76233.1	ybaY	b0453	474602	475175	1	COG3126	S	O
BAE76234.1	ybaZ	b0454	475205	475595	-1	COG3695	K	T
BAE76235.1	ybaA	b0456	475895	476249	1	COG5507	S	O
BAE76236.1	ylaB	b0457	476290	477841	-1	COG4943	T	O
BAE76237.1	ylaC	b0458	478004	478475	-1			
BAE76238.1	maa	b0459	478590	479142	-1	COG0110	R	O
BAE76239.1	hha	b0460	479313	479532	-1			
BAE76240.1	ybaJ	b0461	479557	479932	-1			
BAE76241.1	acrB	b0462	480477	483627	-1	COG0841	V	O
BAE76242.1	acrA	b0463	483649	484843	-1	COG0845	M	O
BAE76243.1	acrR	b0464	484984	485632	1	COG1309	K	T
BAE76244.1	kefA	b0465	485759	489122	1	COG1196	D	T
BAE76244.1	kefA	b0465	485759	489122	1	COG3264	M	O
BAE76245.1	ybaM	b0466	489333	489495	-1			
BAE76246.1	priC	b0467	489508	490036	-1	COG3923	L	T
BAE76247.1	ybaN	b0468	490105	490483	1	COG2832	S	O
BAE76248.1	apt	b0469	490635	491187	1	COG0503	F	M
BAE76249.1	dnaX	b0470	491315	493247	1	COG2812	L	T
BAE76250.1	ybaB	b0471	493299	493629	1	COG0718	R	O
BAE76251.1	recR	b0472	493628	494234	1	COG0353	L	T
BAE76252.1	htpG	b0473	494343	496218	1	COG0326	O	O
BAE76253.1	adk	b0474	496398	497043	1	COG0563	F	M
BAE76254.1	hemH	b0475	497278	498241	1	COG0276	H	M
BAE76255.1	aes	b0476	498237	499197	-1	COG0657	I	M
BAE76256.1	gsk	b0477	499348	500653	1	COG0524	G	M
BAE76257.1	ybaL	b0478	500785	502462	-1	COG1226	P	M
BAE76257.1	ybaL	b0478	500785	502462	-1	COG4651	P	M
BAE76258.1	fsr	b0479	502699	503920	-1	COG2223	P	M
BAE76259.1	ushA	b0480	504137	505790	1	COG0737	F	M
BAE76260.1	ybaK	b0481	505826	506306	-1	COG2606	J	T
BAE76261.1	ybaP	b0482	506509	507304	-1	COG3735	S	O
BAE76262.1	ybaQ	b0483	507441	507783	1	COG3093	V	O
BAE76263.1	copA	b0484	508098	510603	-1	COG2217	P	M
BAE76263.1	copA	b0484	508098	510603	-1	COG2608	P	M
BAE76264.1	ybaS	b0485	510864	511797	1	COG2066	E	M
BAE76265.1	ybaT	b0486	511799	513092	1	COG0531	E	M
BAE76266.1	cueR	b0487	513216	513624	1	COG0789	K	T
BAE76267.1	ybbJ	b0488	513624	514080	-1	COG1585	O	O
BAE76268.1	ybbK	b0489	514079	514997	-1	COG0330	O	O
BAE76269.1	ybbL	b0490	515142	515820	1	COG4619	P	M
BAE76270.1	ybbM	b0491	515806	516586	1	COG0390	P	M
BAE76271.1	ybbN	b0492	516648	517503	-1	COG3118	O	O
BAE76272.1	ybbO	b0493	517563	518373	-1	COG0300	R	O
BAE76273.1	tesA	b0494	518362	518989	-1	COG2755	E	M
BAE76274.1	ybbA	b0495	518956	519643	1	COG4181	Q	M
BAE76275.1	ybbP	b0496	519639	522054	1	COG3127	Q	M
BAE76276.1	rhsD	b0497	522484	526765	1	COG3209	R	O
BAE76277.1	ybbC	b0498	526804	527173	1			
BAE76278.1	ylbH	b0499	527172	527883	1			
BAE76279.1	ybbD	b0500	527863	528124	1			
BAE76280.1	ylbG	b0502	528868	529240	-1			
BAE76281.1	ybbB	b0503	529355	530450	-1	COG2603	J	T
BAE76282.1	ybbS	b0504	530518	531445	-1	COG0583	K	T
BAE76283.1	allA	b0505	531674	532157	1	COG3194	F	M
BAE76284.1	allR	b0506	532234	533050	1	COG1414	K	T
BAE76285.1	gcl	b0507	533139	534921	1	COG3960	Q	M
BAE76286.1	hyi	b0508	534933	535710	1	COG3622	G	M
BAE76287.1	glxR	b0509	535809	536688	1	COG2084	I	M
BAE76288.1	ybbV	b0510	536719	536998	1			
BAE76289.1	ybbW	b0511	536856	538311	1	COG1953	F	M
BAE76290.1	allB	b0512	538370	539732	1	COG0044	F	M
BAE76291.1	ybbY	b0513	539788	541090	1	COG2233	F	M
BAE76292.1	glxK	b0514	541111	542257	1	COG1929	G	M
BAE76293.1	ylbA	b0515	542484	543270	-1	COG3257	S	O
BAE76294.1	allC	b0516	543280	544516	-1	COG0624	E	M
BAE76295.1	allD	b0517	544537	545587	-1	COG2055	C	M
BAE76296.1	fdrA	b0518	545903	547571	1	COG0074	C	M
BAE76297.1	ylbF	b0520	548849	549665	1			
BAE76298.1	ybcF	b0521	549661	550555	1	COG0549	E	M
BAE76299.1	purK	b0522	550749	551817	-1	COG0026	F	M
BAE76300.1	purE	b0523	551813	552323	-1	COG0041	F	M
BAE76301.1	lpxH	b0524	552440	553163	-1	COG2908	M	O
BAE76302.1	ppiB	b0525	553165	553660	-1	COG0652	O	O
BAE76303.1	cysS	b0526	553833	555219	1	COG0215	J	T
BAE76304.1	ybcI	b0527	555254	555776	-1	COG1988	R	O
BAE76305.1	ybcJ	b0528	555883	556096	-1	COG2501	J	T
BAE76306.1	folD	b0529	556097	556964	-1	COG0190	H	M
BAE76307.1	sfmA	b0530	557434	557977	1	COG3539	N	O
BAE76308.1	sfmC	b0531	558196	558889	1	COG3121	W	
BAE76309.1	sfmD	b0532	558919	561523	1	COG3188	N	O
BAE76310.1	sfmH	b0533	561564	562542	1	COG3539	N	O
BAE76311.1	sfmF	b0534	562552	563068	1	COG3539	N	O
BAE76312.1	fimZ	b0535	563070	563703	-1	COG2197	T	O
BAE76313.1	intD	b0537	564037	565201	-1	COG0582	L	T
BAE76314.1	ybcC	b0539	565320	565584	-1			
BAE76315.1	insE	b0540	566055	566364	1	COG2963	X	
BAE76316.1	insF	b0541	566360	567227	1	COG2801	X	
BAE76317.1	renD	b0542	567284	567470	1			
BAE76318.1	emrE	b0543	567537	567870	1	COG2076	V	O
BAE76319.1	ybcK	b0544	568124	569651	1	COG1961	L	T
BAE76320.1	ybcL	b0545	570115	570667	1	COG1881	R	O
BAE76321.1	ybcM	b0546	570676	571474	1	COG2207	K	T
BAE76322.1	ybcN	b0547	571688	572144	1			
BAE76323.1	ninE	b0548	572143	572314	1			
BAE76324.1	ybcO	b0549	572306	572597	1			
BAE76325.1	rusA	b0550	572593	572956	1	COG4570	L	T
BAE76326.1	ylcG	b4509	572952	573093	1			
BAE76327.1	ybcQ	b0551	573178	573562	1			
BAE76328.1	insH	b0552	573959	574976	-1	COG3039	X	
BAE76329.1	essD	b0554	576620	576836	1			
BAE76330.1	ybcS	b0555	576835	577333	1	COG3772	M	O
BAE76331.1	rzpD	b0556	577329	577791	1			
BAE76332.1	rzoD	b4510	577549	577732	1			
BAE76333.1	borD	b0557	577822	578116	-1			
BAE76334.1	ybcV	b0558	578406	578817	-1	COG5562	S	O
BAE76335.1	ybcW	b0559	579102	579309	1			
BAE76336.1	nohB	b0560	580056	580602	1	COG4220	X	
BAE76337.1	ybcY	b0562	581374	581959	-1			
BAE76338.1	ylcE	b0563	582097	582283	1			
BAE76339.1	appY	b0564	582903	583653	1	COG2207	K	T
BAA35199.2	ompT	b0565	583902	584856	-1	COG4571	M	O
BAA35200.1	envY	b0566	585369	586131	-1	COG2207	K	T
BAA35201.1	ybcH	b0567	586313	587204	-1			
BAA35202.1	nfrA	b0568	587204	590177	-1	COG4783	R	O
BAA35203.1	nfrB	b0569	590163	592401	-1	COG1215	N	O
BAA35204.2	cusS	b0570	592550	593993	-1	COG5002	T	O
BAA35205.1	cusR	b0571	593982	594666	-1	COG0745	T	O
BAA35206.1	cusC	b0572	594822	596196	1	COG1538	M	O
BAA35207.1	cusF	b0573	596353	596686	1	COG5569	P	M
BAA35208.1	cusB	b0574	596701	597925	1	COG0845	M	O
BAA35215.1	cusA	b0575	597936	601080	1	COG3696	P	M
BAA35216.1	pheP	b0576	601181	602558	1	COG1113	E	M
BAA35217.1	ybdG	b0577	602638	603886	-1	COG0668	M	O
BAA35218.1	nfnB	b0578	603993	604647	-1	COG0778	C	M
BAA35219.2	ybdF	b0579	604740	605109	-1	COG2315	K	T
BAA35220.1	ybdJ	b0580	605173	605422	-1			
BAA35221.1	ybdK	b0581	605487	606606	-1	COG2170	O	O
BAA35222.2	hokE	b4415	607058	607211	1			
BAA35223.1	insL	b0582	607287	608400	1	COG3385	X	
BAA35224.2	entD	b0583	608681	609311	-1	COG2977	Q	M
BAA35225.1	fepA	b0584	609476	611717	-1	COG4771	P	M
BAA35226.2	fes	b0585	612037	613162	1	COG2382	P	M
BAE76340.1	ybdZ	b4511	613164	613383	1	COG3251	S	O
BAE76341.1	entF	b0586	613379	617261	1	COG1020	Q	M
BAE76341.1	entF	b0586	613379	617261	1	COG3319	Q	M
BAE76342.1	fepE	b0587	617476	618610	1	COG3765	M	O
BAE76343.1	fepC	b0588	618606	619422	-1	COG1120	P	M
BAE76344.1	fepG	b0589	619418	620411	-1	COG4779	P	M
BAE76345.1	fepD	b0590	620407	621412	-1	COG0609	P	M
BAE76346.1	ybdA	b0591	621522	622773	1	COG0477	G	M
BAE76347.1	fepB	b0592	622776	623733	-1	COG4592	P	M
BAE76348.1	entC	b0593	624107	625283	1	COG1169	H	M
BAE76349.1	entE	b0594	625292	626903	1	COG1021	Q	M
BAE76350.1	entB	b0595	626916	627774	1	COG1535	Q	M
BAE76350.1	entB	b0595	626916	627774	1	COG3433	Q	M
BAE76351.1	entA	b0596	627773	628520	1	COG1028	I	M
BAE76352.1	ybdB	b0597	628522	628936	1	COG2050	Q	M
BAA35227.2	cstA	b0598	629116	631222	1	COG1966	T	O
BAA35228.1	ybdD	b4512	631404	631602	1	COG2879	S	O
BAA35229.1	ybdH	b0599	631611	632700	-1	COG0371	C	M
BAA35230.1	ybdL	b0600	632808	633969	1	COG0436	E	M
BAA35231.2	ybdM	b0601	633969	634599	-1	COG1475	D	T
BAA35232.1	ybdN	b0602	634571	635792	-1	COG3969	R	O
BAA35233.1	ybdO	b0603	635938	636841	-1	COG0583	K	T
BAA35234.2	dsbG	b0604	637049	637796	-1	COG1651	O	O
BAA35235.1	ahpC	b0605	638167	638731	1	COG0450	V	O
BAA35236.1	ahpF	b0606	638975	640541	1	COG3634	V	O
BAA35237.1	uspG	b0607	640661	641090	-1	COG0589	T	O
BAA35238.1	ybdR	b0608	641310	642549	1	COG1063	E	M
BAA35239.1	rnk	b0610	642779	643190	-1	COG0782	K	T
BAA35240.1	rna	b0611	643419	644226	-1	COG3719	J	T
BAA35241.1	citT	b0612	644339	645803	-1	COG0471	G	M
BAE76353.1	citG	b0613	645853	646732	-1	COG1767	H	M
BAE76354.1	citX	b0614	646706	647258	-1	COG3697	H	M
BAA35251.2	citF	b0615	647261	648794	-1	COG3051	C	M
BAA35252.1	citE	b0616	648804	649713	-1	COG2301	G	M
BAA35253.1	citD	b0617	649709	650006	-1	COG3052	C	M
BAA35254.2	citC	b0618	650020	651079	-1	COG3053	C	M
BAA35255.1	citA	b0619	651457	653116	1	COG3290	T	O
BAA35256.1	citB	b0620	653084	653765	1	COG4565	K	T
BAA35263.1	dcuC	b0621	653805	654282	-1	COG3069	C	M
BAE76355.1	insH	unique to W3110	654280	655261	1			
BAA35264.1	dcuC	b0621	655298	656390	-1	COG3069	C	M
BAA35265.2	crcA	b0622	656978	657539	1			
BAA35266.1	cspE	b0623	657713	657923	1	COG1278	K	T
BAA35267.1	crcB	b0624	657976	658360	-1	COG0239	D	T
BAA35268.1	ybeH	b0625	658452	658680	1			
BAA35269.1	ybeM	b0626	658676	659240	1			
BAA35270.1	tatE	b0627	659368	659572	1	COG1826	U	O
BAA35271.1	lipA	b0628	659672	660638	-1	COG0320	H	M
BAA35272.1	ybeF	b0629	660846	661800	-1	COG0583	K	T
BAA35273.2	lipB	b0630	662058	662700	-1	COG0321	H	M
BAA35274.1	ybeD	b0631	662800	663064	-1	COG2921	T	O
BAA35275.1	dacA	b0632	663173	664385	-1	COG1686	M	O
BAA35276.1	rlpA	b0633	664523	665612	-1	COG0797	M	O
BAA35276.1	rlpA	b0633	664523	665612	-1	COG3087	D	T
BAA35277.1	mrdB	b0634	665622	666735	-1	COG0772	D	T
BAA35282.1	mrdA	b0635	666737	668639	-1	COG0768	D	T
BAA35283.1	ybeA	b0636	668669	669137	-1	COG1576	J	T
BAA35284.2	ybeB	b0637	669140	669458	-1	COG0799	J	T
BAA35285.1	cobC	b0638	669717	670329	-1	COG0406	G	M
BAA35286.1	nadD	b0639	670352	670994	-1	COG1057	H	M
BAA35287.1	holA	b0640	670995	672027	-1	COG1466	L	T
BAA35288.1	rlpB	b0641	672026	672608	-1	COG2980	M	O
BAA35289.1	leuS	b0642	672622	675205	-1	COG0495	J	T
BAA35290.1	ybeL	b0643	675439	675922	1			
BAA35291.2	ybeQ	b0644	675991	676969	-1	COG0790	T	O
BAA35292.1	ybeR	b0645	677132	677840	1			
BAA35293.1	djlB	b0646	677836	679264	1	COG2214	K	T
BAA35294.1	ybeT	b0647	679273	679828	-1	COG0790	T	O
BAA35295.1	ybeU	b0648	679929	680637	1			
BAA35296.1	djlC	b0649	680633	682085	1			
BAA35297.2	hscC	b0650	682144	683815	-1	COG0443	O	O
BAA35303.1	rihA	b0651	683898	684834	-1	COG1957	F	M
BAA35304.1	gltL	b0652	684951	685677	-1	COG1126	E	M
BAA35305.1	gltK	b0653	685676	686351	-1	COG0765	E	M
BAA35306.1	gltJ	b0654	686350	687091	-1	COG0765	E	M
BAA35307.2	gltI	b0655	687260	688169	-1	COG0834	E	M
BAE76356.1	insH	b0656	688418	689435	-1	COG3039	X	
BAA35308.2	lnt	b0657	689764	691303	-1	COG0815	M	O
BAA35309.2	ybeX	b0658	691327	692206	-1	COG4535	P	M
BAA35314.1	ybeY	b0659	692295	692763	-1	COG0319	J	T
BAA35315.1	ybeZ	b0660	692759	693839	-1	COG1702	T	O
BAE76357.1	miaB	b0661	693952	695377	-1	COG0621	J	T
BAA35316.1	ubiF	b0662	695522	696698	1	COG0654	H	M
BAA35317.1	asnB	b0674	697934	699599	-1	COG0367	E	M
BAA35318.1	nagD	b0675	699995	700748	-1	COG0647	F	M
BAA35319.1	nagC	b0676	700795	702016	-1	COG1846	K	T
BAA35319.1	nagC	b0676	700795	702016	-1	COG1940	K	T
BAA35320.1	nagA	b0677	702024	703173	-1	COG1820	G	M
BAA35321.1	nagB	b0678	703232	704033	-1	COG0363	G	M
BAA35327.1	nagE	b0679	704365	706312	1	COG1263	G	M
BAA35327.1	nagE	b0679	704365	706312	1	COG1264	G	M
BAA35327.1	nagE	b0679	704365	706312	1	COG2190	G	M
BAA35328.1	glnS	b0680	706514	708179	1	COG0008	J	T
BAA35329.2	ybfM	b0681	708755	710162	1			
BAA35330.1	ybfN	b0682	710211	710538	1			
BAA35331.1	fur	b0683	710621	711068	-1	COG0735	P	M
BAA35333.1	fldA	b0684	711356	711887	-1	COG0716	C	M
BAA35334.2	ybfE	b0685	712026	712320	-1			
BAA35335.1	ybfF	b0686	712459	713224	-1	COG0596	H	M
BAA35336.1	seqA	b0687	713408	713954	1	COG3057	L	T
BAA35337.1	pgm	b0688	713979	715620	1	COG0033	G	M
BAE76358.1	ybfP	b0689	715833	716328	1			
BAA35338.2	ybfG	b0690	716368	716779	-1			
BAA35347.2	ybfH	b0691	716809	717019	-1			
BAA35348.1	potE	b0692	717367	718687	-1	COG0531	E	M
BAA35349.1	speF	b0693	718683	720882	-1	COG1982	E	M
BAA35351.2	kdpE	b0694	721477	722155	-1	COG0745	T	O
BAA35352.1	kdpD	b0695	722151	724836	-1	COG2205	T	O
BAA35353.1	kdpC	b0696	724828	725401	-1	COG2156	P	M
BAA35354.2	kdpB	b0697	725409	727458	-1	COG2216	P	M
BAA35356.1	kdpA	b0698	727480	729154	-1	COG2060	P	M
BAA35357.1	kdpF	b4513	729153	729243	-1			
BAA35358.1	ybfA	b0699	729555	729762	1			
BAA35359.1	rhsC	b0700	730004	734198	1	COG3209	R	O
BAA35360.1	ybfB	b0702	734197	734524	1			
BAA35361.1	ybfO	b0703	734641	736075	1			
BAA35362.1	ybfC	b0704	736071	736641	1			
BAA35363.1	ybfQ	b4514	736866	737121	1			
BAA35365.1	ybfD	b0706	738513	739275	1	COG5433	X	
BAA35366.1	ybgA	b0707	739422	739932	1	COG3272	S	O
BAA35367.1	phr	b0708	739928	741347	1	COG0415	L	T
BAA35368.2	ybgH	b0709	741496	742978	-1	COG3104	E	M
BAA35374.1	ybgI	b0710	743248	743992	1	COG0327	H	M
BAA35375.1	ybgJ	b0711	744014	744671	1	COG2049	E	M
BAA35376.1	ybgK	b0712	744664	745597	1	COG1984	E	M
BAA35377.1	ybgL	b0713	745586	746321	1	COG1540	R	O
BAA35378.1	nei	b0714	746356	747148	1	COG0266	L	T
BAA35379.2	abrB	b0715	747144	748191	-1	COG3180	R	O
BAA35380.2	ybgO	b0716	748342	749404	-1	COG3539	N	O
BAA35381.1	ybgP	b0717	749400	750129	-1	COG3121	W	
BAA35382.2	ybgQ	b0718	750143	752591	-1	COG3188	N	O
BAA35383.1	ybgD	b0719	752650	753217	-1	COG3539	N	O
BAA35384.2	gltA	b0720	753606	754890	-1	COG0372	C	M
BAA35388.1	sdhC	b0721	755598	755988	1	COG2009	C	M
BAA35389.1	sdhD	b0722	755981	756329	1	COG2142	C	M
BAA35390.1	sdhA	b0723	756328	758095	1	COG1053	C	M
BAA35391.1	sdhB	b0724	758110	758827	1	COG0479	C	M
BAA35392.1	sucA	b0726	759127	761929	1	COG0567	C	M
BAA35393.1	sucB	b0727	761943	763161	1	COG0508	C	M
BAA35394.1	sucC	b0728	763435	764602	1	COG0045	C	M
BAA35395.1	sucD	b0729	764601	765471	1	COG0074	C	M
BAA35396.2	mngR	b0730	765574	766297	-1	COG2188	K	T
BAA35397.2	mngA	b0731	766405	768382	1	COG1299	G	M
BAA35397.2	mngA	b0731	766405	768382	1	COG1445	G	M
BAA35397.2	mngA	b0731	766405	768382	1	COG1762	G	M
BAA35398.1	mngB	b0732	768399	771033	1	COG0383	G	M
BAA35399.1	cydA	b0733	771879	773448	1	COG1271	C	M
BAA35400.1	cydB	b0734	773463	774603	1	COG1294	C	M
BAE76359.1	ybgT	b4515	774617	774731	1	COG4890	S	O
BAA35401.1	ybgE	b0735	774730	775024	1	COG3790	S	O
BAA35402.1	ybgC	b0736	775173	775578	1	COG0824	I	M
BAA35403.1	tolQ	b0737	775574	776267	1	COG0811	U	O
BAA35404.1	tolR	b0738	776270	776699	1	COG0848	U	O
BAA35405.1	tolA	b0739	776763	778029	1	COG3064	M	O
BAA35406.2	tolB	b0740	778161	779454	1	COG0823	U	O
BAA35407.1	pal	b0741	779488	780010	1	COG2885	M	O
BAA35408.1	ybgF	b0742	780019	780811	1	COG1729	R	O
BAA35409.1	nadA	b0750	782506	783550	1	COG0379	H	M
BAA35413.1	pnuC	b0751	783587	784307	1	COG3201	H	M
BAA35414.1	zitB	b0752	784303	785245	-1	COG1230	P	M
BAA35415.1	ybgS	b0753	785358	785739	-1			
BAA35416.1	aroG	b0754	786054	787107	1	COG0722	E	M
BAA35417.1	gpmA	b0755	787264	788017	-1	COG0588	G	M
BAA35418.1	galM	b0756	788218	789259	-1	COG2017	G	M
BAA35419.1	galK	b0757	789252	790401	-1	COG0153	G	M
BAA35420.1	galT	b0758	790404	791451	-1	COG1085	G	M
BAA35421.1	galE	b0759	791460	792477	-1	COG1087	M	O
BAA35422.1	modF	b0760	792737	794210	-1	COG1119	P	M
BAA35425.1	modE	b0761	794277	795066	-1	COG2005	K	T
BAA35425.1	modE	b0761	794277	795066	-1	COG3585	H	M
BAA35426.2	ybhT	b0762	795194	795344	1			
BAA35427.1	modA	b0763	795510	796284	1	COG0725	P	M
BAA35428.1	modB	b0764	796283	796973	1	COG4149	P	M
BAA35429.1	modC	b0765	796975	798034	1	COG4148	P	M
BAA35430.1	ybhA	b0766	798034	798853	-1	COG0561	H	M
BAA35431.1	ybhE	b0767	799007	800003	1	COG2706	G	M
BAA35432.1	ybhD	b0768	800043	801060	-1	COG0583	K	T
BAA35433.1	ybhH	b0769	801180	802233	1	COG2828	C	M
BAA35434.1	ybhI	b0770	802308	803742	1	COG0471	G	M
BAA35435.2	ybhJ	b0771	803924	806186	1	COG1048	C	M
BAA35436.2	ybhC	b0772	806419	807703	-1	COG4677	G	M
BAE76360.1	ybhB	b0773	807854	808331	-1	COG1881	R	O
BAE76361.1	bioA	b0774	808389	809679	-1	COG0161	H	M
BAE76362.1	bioB	b0775	809765	810806	1	COG0502	H	M
BAE76363.1	bioF	b0776	810802	811957	1	COG0156	H	M
BAE76364.1	bioC	b0777	811943	812699	1	COG2226	H	M
BAE76365.1	bioD	b0778	812691	813369	1	COG0132	H	M
BAA35437.2	uvrB	b0779	813947	815969	1	COG0556	L	T
BAA35438.1	ybhK	b0780	816160	817069	-1	COG0391	H	M
BAA35439.1	moaA	b0781	817465	818455	1	COG2896	H	M
BAA35440.1	moaB	b0782	818476	818989	1	COG0521	H	M
BAA35441.1	moaC	b0783	818991	819477	1	COG0315	H	M
BAA35442.1	moaD	b0784	819469	819715	1	COG1977	H	M
BAA35443.1	moaE	b0785	819716	820169	1	COG0314	H	M
BAA35444.1	ybhL	b0786	820305	821010	1	COG0670	R	O
BAA35446.1	ybhM	b0787	821214	821928	1	COG0670	R	O
BAA35447.1	ybhN	b0788	821963	822920	-1	COG0392	S	O
BAA35448.1	ybhO	b0789	822919	824161	-1	COG1502	I	M
BAA35449.1	ybhP	b0790	824157	824919	-1	COG3568	R	O
BAA35450.1	ybhQ	b0791	825051	825462	1			
BAA35451.2	ybhR	b0792	825423	826530	-1	COG0842	V	O
BAA35453.1	ybhS	b0793	826540	827674	-1	COG0842	V	O
BAA35454.2	ybhF	b0794	827666	829403	-1	COG1131	V	O
BAA35455.1	ybhG	b0795	829395	830394	-1	COG0845	M	O
BAA35456.1	ybiH	b0796	830393	831065	-1	COG1309	K	T
BAA35457.1	rhlE	b0797	831293	832658	1	COG0513	L	T
BAA35458.1	ybiA	b0798	832889	833372	-1	COG3236	O	O
BAA35465.1	dinG	b0799	833491	835642	1	COG1199	L	T
BAA35466.1	ybiB	b0800	835669	836632	1	COG0547	E	M
BAA35467.1	ybiC	b0801	836772	837858	1	COG2055	C	M
BAA35468.1	ybiJ	b0802	838086	838347	-1			
BAA35469.1	ybiI	b0803	838611	838878	-1	COG1734	J	T
BAA35470.2	ybiX	b0804	838951	839629	-1	COG3128	R	O
BAA35471.1	fiu	b0805	839670	841953	-1	COG4774	P	M
BAA35472.2	ybiM	b0806	842217	842478	-1			
BAA35473.2	ybiN	b0807	842753	843680	1	COG3129	J	T
BAA35474.2	ybiO	b0808	843676	845902	-1	COG0668	M	O
BAA35481.1	glnQ	b0809	846162	846885	-1	COG1126	E	M
BAA35482.1	glnP	b0810	846881	847541	-1	COG0765	E	M
BAA35483.1	glnH	b0811	847679	848426	-1	COG0834	E	M
BAA35484.1	dps	b0812	848829	849333	-1	COG0783	P	M
BAA35485.1	rhtA	b0813	849631	850519	-1	COG5006	E	M
BAA35486.1	ompX	b0814	850871	851387	1	COG3637	M	O
BAA35487.1	ybiP	b0815	851435	853019	-1	COG2194	M	O
BAE76366.1	yliL	b0816	853092	853362	1			
BAA35488.1	mntR	b0817	853604	854072	1	COG1321	K	T
BAA35499.1	ybiR	b0818	854068	855187	1	COG1055	P	M
BAA35500.1	ybiS	b0819	855245	856166	-1	COG1376	M	O
BAA35501.1	ybiT	b0820	856384	857977	1	COG0488	R	O
BAA35502.1	ybiU	b0821	858217	859483	-1			
BAA35503.1	ybiV	b0822	859634	860450	-1	COG0561	H	M
BAA35504.2	ybiW	b0823	860595	863028	-1	COG1882	C	M
BAA35512.1	ybiY	b0824	863033	863960	-1	COG1180	O	O
BAA35513.2	fsaA	b0825	864063	864726	1	COG0176	G	M
BAA35514.1	moeB	b0826	864801	865551	-1	COG0476	H	M
BAA35515.1	moeA	b0827	865550	866786	-1	COG0303	H	M
BAA35516.1	iaaA	b0828	866989	867955	1	COG1446	E	M
BAA35517.2	yliA	b0829	867974	869813	1	COG4172	Q	M
BAA35525.2	yliB	b0830	869832	871371	1	COG0747	E	M
BAA35526.1	yliC	b0831	871388	872309	1	COG0601	E	M
BAA35527.1	yliD	b0832	872311	873223	1	COG1173	E	M
BAA35528.1	yliE	b0833	873400	875749	1	COG2200	T	O
BAA35529.1	yliF	b0834	875756	877085	1	COG2199	T	O
BAA35530.1	yliG	b0835	877131	878457	-1	COG0621	J	T
BAA35531.1	yliH	b0836	878669	879053	1			
BAA35540.1	yliI	b0837	879163	880279	1	COG2133	G	M
BAA35541.1	yliJ	b0838	880275	880902	-1	COG0625	O	O
BAA35542.1	dacC	b0839	881148	882351	1	COG1686	M	O
BAA35543.1	deoR	b0840	882397	883156	-1	COG1349	K	T
BAA35544.2	ybjG	b0841	883213	883810	-1	COG0671	I	M
BAA35546.1	cmr	b0842	884094	885327	1	COG2814	G	M
BAA35547.1	ybjH	b0843	885367	885652	-1			
BAA35548.2	ybjI	b0844	885737	886553	-1	COG0561	H	M
BAA35549.1	ybjJ	b0845	886552	887761	-1	COG0738	G	M
BAA35550.2	ybjK	b0846	887844	888381	1	COG3226	K	T
BAA35551.1	ybjL	b0847	888555	890241	-1	COG0569	P	M
BAA35551.1	ybjL	b0847	888555	890241	-1	COG2985	R	O
BAE76367.1	ybjM	b0848	890510	890888	1			
BAA35552.2	grxA	b0849	890917	891175	-1	COG0695	O	O
BAA35561.1	ybjC	b0850	891334	891622	1			
BAA35562.1	nfsA	b0851	891605	892328	1	COG0778	C	M
BAA35563.2	rimK	b0852	892388	893291	1	COG0189	H	M
BAA35564.1	ybjN	b0853	893378	893855	1			
BAA35565.1	potF	b0854	894205	895318	1	COG0687	E	M
BAA35566.2	potG	b0855	895412	896546	1	COG3842	E	M
BAA35567.1	potH	b0856	896555	897509	1	COG1176	E	M
BAA35568.1	potI	b0857	897505	898351	1	COG1177	E	M
BAA35569.1	ybjO	b0858	898410	898899	1			
BAA35573.1	rumB	b0859	898939	900067	1	COG2265	J	T
BAA35574.1	artJ	b0860	900265	900997	-1	COG0834	E	M
BAA35575.1	artM	b0861	901287	901956	-1	COG4160	E	M
BAA35576.1	artQ	b0862	901955	902672	-1	COG4215	E	M
BAA35577.1	artI	b0863	902678	903410	-1	COG0834	E	M
BAA35578.1	artP	b0864	903427	904156	-1	COG4161	E	M
BAA35579.1	ybjP	b0865	904373	904889	-1			
BAA35580.1	ybjQ	b0866	905014	905338	1	COG0393	S	O
BAA35581.1	ybjR	b0867	905334	906165	1	COG3023	M	O
BAA35582.2	ybjS	b0868	906161	907175	-1	COG0451	M	O
BAA35583.2	ybjT	b0869	907273	908704	-1	COG0702	R	O
